plate,well,compound,dose,score
6,compound-003_6_F31,CRISPR_control,,1.3507498502731323
6,compound-003_6_F32,CRISPR_control,,0.4976341724395752
6,compound-003_6_F35,Bexarotene,10.0,0.9222254157066345
6,compound-003_6_F38,CRISPR_control,,0.5929105281829834
6,compound-003_6_F41,CRISPR_control,,0.8269667625427246
6,compound-003_6_F45,Topiramate,2.5,1.106403112411499
6,compound-003_6_F46,bethanechol,0.025,0.7583221197128296
6,compound-003_6_F47,CRISPR_control,,1.0695991516113281
6,compound-003_6_G02,EMPTY_control,,0.44922545552253723
6,compound-003_6_G03,Arbidol,0.0025,1.8493717908859253
6,compound-003_6_G06,Diosmetin,10.0,3.0882065296173096
6,compound-003_6_G07,Moexipril,10.0,2.304368495941162
6,compound-003_6_G09,balofloxacin,0.1,0.6941317319869995
6,compound-003_6_G10,CRISPR_control,,1.5625470876693726
6,compound-003_6_G11,BI 2536,0.25,2.845876693725586
6,compound-003_6_G12,EMPTY_control,,0.45346799492836
6,compound-003_6_G16,EMPTY_control,,1.2170219421386719
6,compound-003_6_G22,EMPTY_control,,0.6461141109466553
6,compound-003_6_G23,Raltegravir,0.01,0.9176486730575562
6,compound-003_6_G24,MLN2238,0.25,4.426515579223633
6,compound-003_6_G27,Pyrimethamine,0.25,0.4706411063671112
6,compound-003_6_G29,Moxonidine,0.0025,0.6213198900222778
6,compound-003_6_G32,Famciclovir,1.0,1.7114423513412476
6,compound-003_6_G34,CRISPR_control,,0.9027618169784546
6,compound-003_6_G36,EMPTY_control,,0.6621078252792358
6,compound-003_6_G39,CRISPR_control,,0.8150150775909424
6,compound-003_6_G40,CRISPR_control,,0.3836824893951416
6,compound-003_6_G42,Zafirlukast,0.1,0.755639910697937
6,compound-003_6_G45,Diosmetin,0.01,1.02552330493927
6,compound-003_6_G46,CRISPR_control,,1.1730690002441406
6,compound-003_6_G47,CRISPR_control,,0.5914338827133179
6,compound-003_6_H03,CRISPR_control,,1.291918396949768
6,compound-003_6_H04,Zafirlukast,0.25,0.6246349811553955
6,compound-003_6_H07,pranoprofen,0.0025,0.6719725728034973
6,compound-003_6_H10,EMPTY_control,,0.45510566234588623
6,compound-003_6_H12,lubiprostone,0.025,0.5081338882446289
6,compound-003_6_H13,Primidone,2.5,0.4605776071548462
6,compound-003_6_H15,lovastatin,2.5,0.6232165098190308
6,compound-003_6_H19,KPT-185,2.5,1.8140919208526611
6,compound-003_6_H20,EMPTY_control,,0.4286244809627533
6,compound-003_6_H22,CRISPR_control,,0.5398410558700562
6,compound-003_6_H23,CRISPR_control,,1.1116881370544434
6,compound-003_6_H24,L-Thyroxine,0.1,2.0878312587738037
6,compound-003_6_H25,Alibendol,0.1,0.9721857309341431
6,compound-003_6_H28,Pyrimethamine,10.0,1.8690627813339233
6,compound-003_6_H30,Letrozole,2.5,0.7600083351135254
6,compound-003_6_H31,CRISPR_control,,0.6458399295806885
6,compound-003_6_H32,Vidarabine,0.025,0.8582231402397156
6,compound-003_6_H33,PCI-24781,2.5,3.091336965560913
6,compound-003_6_H34,pranoprofen,10.0,1.1388146877288818
6,compound-003_6_H38,Pramiracetam,0.25,1.6768088340759277
6,compound-003_6_H42,PCI-24781,0.1,0.7010186910629272
6,compound-003_6_H43,EMPTY_control,,0.8129220604896545
6,compound-003_6_H44,SB202190,0.01,0.7269510626792908
6,compound-003_6_H45,Tadalafil,0.025,0.7207236886024475
6,compound-003_6_H46,lubiprostone,0.01,1.0225952863693237
6,compound-003_6_I02,Telbivudine,10.0,2.9155972003936768
6,compound-003_6_I03,Hesperetin,0.025,2.719118118286133
6,compound-003_6_I04,EMPTY_control,,0.5597147345542908
6,compound-003_6_I05,Pyrimethamine,2.5,0.6111706495285034
6,compound-003_6_I06,CRISPR_control,,0.7785816192626953
6,compound-003_6_I07,CRISPR_control,,0.7663206458091736
6,compound-003_6_I09,Clomipramine,0.1,2.466853380203247
6,compound-003_6_I11,ketorolac,0.01,0.5855144262313843
6,compound-003_6_I13,Alibendol,0.0025,0.6323758363723755
6,compound-003_6_I15,EMPTY_control,,0.5572450160980225
6,compound-003_6_I16,CRISPR_control,,0.7296487092971802
6,compound-003_6_I19,Belinostat,1.0,1.499463677406311
6,compound-003_6_I20,CRISPR_control,,1.5429391860961914
6,compound-003_6_I22,CRISPR_control,,0.45953333377838135
6,compound-003_6_I25,Indirubin,0.0025,1.7412670850753784
6,compound-003_6_I26,CRISPR_control,,3.2808735370635986
6,compound-003_6_I29,CRISPR_control,,0.6750441789627075
6,compound-003_6_I30,Methoxsalen,2.5,0.6848347187042236
6,compound-003_6_I31,Dipyridamole,0.01,0.5814743638038635
6,compound-003_6_I34,CRISPR_control,,0.743171215057373
6,compound-003_6_I37,Letrozole,0.25,0.8227219581604004
6,compound-003_6_I38,Fasudil,0.25,0.7867018580436707
6,compound-003_6_I40,Ranitidine,1.0,1.0265785455703735
6,compound-003_6_I41,Arbidol,0.01,0.6306464672088623
6,compound-003_6_I43,CRISPR_control,,1.1115342378616333
6,compound-003_6_I45,CRISPR_control,,0.9583930373191833
6,compound-003_6_I46,Primidone,0.0025,0.9355800151824951
6,compound-003_6_J02,Lacidipine,0.1,0.8117311000823975
6,compound-003_6_J03,flunixin-meglumin,10.0,0.44984200596809387
6,compound-003_6_J04,Tadalafil,1.0,0.5221244692802429
6,compound-003_6_J08,Otilonium,0.25,1.4844907522201538
6,compound-003_6_J09,Bexarotene,0.25,2.307755708694458
6,compound-003_6_J10,Dabrafenib,0.0025,0.670569121837616
6,compound-003_6_J11,CEP-18770,0.25,4.329375267028809
6,compound-003_6_J13,Belinostat,0.0025,2.4703550338745117
6,compound-003_6_J15,Degrasyn,0.025,3.6957008838653564
6,compound-003_6_J16,Flavopiridol,2.5,6.31194543838501
6,compound-003_6_J17,VX-809,10.0,4.370230674743652
6,compound-003_6_J19,doxazosin,10.0,2.145986557006836
6,compound-003_6_J20,L-Thyroxine,0.25,2.379655122756958
6,compound-003_6_J21,CRISPR_control,,1.6762702465057373
6,compound-003_6_J23,CRISPR_control,,1.6176048517227173
6,compound-003_6_J27,YO-01027,0.1,2.299626111984253
6,compound-003_6_J28,Amfebutamone,2.5,2.669684648513794
6,compound-003_6_J29,Mitoxantrone,0.0025,0.5353667140007019
6,compound-003_6_J31,CRISPR_control,,0.5818108320236206
6,compound-003_6_J32,Pyrimethamine,0.01,0.5848707556724548
6,compound-003_6_J33,CRISPR_control,,1.1578201055526733
6,compound-003_6_J34,Diosmetin,0.025,1.7176461219787598
6,compound-003_6_J36,PCI-24781,0.0025,1.699031114578247
6,compound-003_6_J37,SB202190,1.0,0.975949227809906
6,compound-003_6_J38,AZM475271,2.5,1.2060364484786987
6,compound-003_6_J40,Alibendol,2.5,0.551149308681488
6,compound-003_6_J41,telaprevir,0.01,1.226935625076294
6,compound-003_6_J42,Hesperetin,1.0,1.006465196609497
6,compound-003_6_J44,CRISPR_control,,0.8665320873260498
6,compound-003_6_K02,Cabazitaxel,0.025,3.9607512950897217
6,compound-003_6_K04,CRISPR_control,,1.6735423803329468
6,compound-003_6_K06,Cilostazol,2.5,0.8003877997398376
6,compound-003_6_K07,EMPTY_control,,0.7534041404724121
6,compound-003_6_K08,balofloxacin,1.0,0.8596582412719727
6,compound-003_6_K10,CRISPR_control,,0.6366812586784363
6,compound-003_6_K15,Raltegravir,10.0,3.950676202774048
6,compound-003_6_K16,ketorolac,0.25,2.156599760055542
6,compound-003_6_K18,CRISPR_control,,0.5660789608955383
6,compound-003_6_K19,Raltegravir,2.5,2.344351053237915
6,compound-003_6_K20,CRISPR_control,,0.4134998023509979
6,compound-003_6_K21,CRISPR_control,,6.245936393737793
6,compound-003_6_K22,Fluvastatin (sodium salt hydrate),10.0,1.470741868019104
6,compound-003_6_K24,Detomidine,10.0,1.178936243057251
6,compound-003_6_K25,SB202190,0.0025,0.8890161514282227
6,compound-003_6_K26,Tadalafil,0.25,0.6729376912117004
6,compound-003_6_K28,Rosuvastatin,2.5,5.011873722076416
6,compound-003_6_K29,dapagliflozin,0.01,1.7207010984420776
6,compound-003_6_K30,Detomidine,0.025,1.9839494228363037
6,compound-003_6_K31,CRISPR_control,,2.9331018924713135
6,compound-003_6_K33,Sulfamethizole,0.025,1.652273178100586
6,compound-003_6_K34,Theophylline,2.5,1.4274325370788574
6,compound-003_6_K35,Moxonidine,10.0,1.410237431526184
6,compound-003_6_K36,Telbivudine,1.0,1.2746762037277222
6,compound-003_6_K37,Thiabendazole,0.0025,2.2970123291015625
6,compound-003_6_K40,Cilostazol,0.01,0.6354429125785828
6,compound-003_6_K41,Moexipril,0.1,1.2002311944961548
6,compound-003_6_K44,Cilostazol,0.25,1.0145790576934814
6,compound-003_6_K46,Otilonium,0.025,0.6695992946624756
6,compound-003_6_K47,Raltegravir,0.0025,1.6297998428344727
6,compound-003_6_L03,chenodeoxycholic-acid,0.01,0.4284515082836151
6,compound-003_6_L07,L-Thyroxine,0.01,2.3982269763946533
6,compound-003_6_L08,LY2228820,2.5,4.036100387573242
6,compound-003_6_L09,CRISPR_control,,1.9037450551986694
6,compound-003_6_L10,L-Adrenaline,10.0,1.3853504657745361
6,compound-003_6_L12,CRISPR_control,,1.5233685970306396
6,compound-003_6_L13,Cilostazol,0.0025,3.8393356800079346
6,compound-003_6_L15,Theophylline,1.0,1.351503849029541
6,compound-003_6_L17,balofloxacin,0.25,3.5681395530700684
6,compound-003_6_L19,EMPTY_control,,0.3758890926837921
6,compound-003_6_L23,CRISPR_control,,1.9307761192321777
6,compound-003_6_L24,CRISPR_control,,2.826282501220703
6,compound-003_6_L25,Ranitidine,0.25,1.8496185541152954
6,compound-003_6_L27,pranoprofen,2.5,1.795858383178711
6,compound-003_6_L28,Famciclovir,0.1,1.8838303089141846
6,compound-003_6_L31,Tadalafil,0.1,0.47028449177742004
6,compound-003_6_L32,Belinostat,0.025,2.557814359664917
6,compound-003_6_L34,Pramiracetam,2.5,0.7241437435150146
6,compound-003_6_L40,CRISPR_control,,1.9962705373764038
6,compound-003_6_L41,Tadalafil,10.0,1.597910761833191
6,compound-003_6_L43,Degrasyn,0.1,0.5364753007888794
6,compound-003_6_L44,telaprevir,0.25,1.5189237594604492
6,compound-003_6_M02,EMPTY_control,,0.6961076259613037
6,compound-003_6_M03,Ranitidine,0.01,0.6721895337104797
6,compound-003_6_M04,CRISPR_control,,1.3770138025283813
6,compound-003_6_M06,CRISPR_control,,0.7581329345703125
6,compound-003_6_M07,Primidone,10.0,0.5971399545669556
6,compound-003_6_M09,ketorolac,2.5,3.337674379348755
6,compound-003_6_M11,CRISPR_control,,0.4366731345653534
6,compound-003_6_M12,BIRB 796,2.5,1.3285976648330688
6,compound-003_6_M13,ketorolac,0.025,1.2977548837661743
6,compound-003_6_M14,CRISPR_control,,1.5479339361190796
6,compound-003_6_M16,Tizanidine,0.1,0.7935394048690796
6,compound-003_6_M17,CRISPR_control,,2.9619035720825195
6,compound-003_6_M18,MI-773,0.25,4.100717544555664
6,compound-003_6_M19,Vidarabine,0.25,2.0702028274536133
6,compound-003_6_M20,Mitoxantrone,2.5,5.605543613433838
6,compound-003_6_M21,FT-207,2.5,1.2185523509979248
6,compound-003_6_M22,Otilonium,1.0,2.177811861038208
6,compound-003_6_M26,CRISPR_control,,1.7377349138259888
6,compound-003_6_M27,L-Thyroxine,0.0025,1.1394224166870117
6,compound-003_6_M28,Primidone,1.0,1.0984232425689697
6,compound-003_6_M29,Zafirlukast,0.01,1.6352384090423584
6,compound-003_6_M30,CRISPR_control,,1.5115845203399658
6,compound-003_6_M31,FT-207,1.0,1.1849415302276611
6,compound-003_6_M32,Acyclovir,0.1,1.021035075187683
6,compound-003_6_M33,CRISPR_control,,0.7633111476898193
6,compound-003_6_M34,Mitoxantrone,0.01,2.2235655784606934
6,compound-003_6_M36,CRISPR_control,,1.9688104391098022
6,compound-003_6_M37,CRISPR_control,,0.8517753481864929
6,compound-003_6_M38,EMPTY_control,,0.4361872971057892
6,compound-003_6_M41,CRISPR_control,,0.711301326751709
6,compound-003_6_M43,Flavopiridol,0.25,1.3269610404968262
6,compound-003_6_M44,Tadalafil,0.0025,1.0505139827728271
6,compound-003_6_M45,Famciclovir,2.5,1.2409082651138306
6,compound-003_6_M46,Rotundine,0.0025,1.1467880010604858
6,compound-003_6_N02,Vidarabine,0.0025,0.7330276370048523
6,compound-003_6_N03,GDC-0994,0.25,1.0541726350784302
6,compound-003_6_N04,VX-809,0.025,0.4357375204563141
6,compound-003_6_N05,Acyclovir,10.0,1.037117838859558
6,compound-003_6_N06,Pyrimethamine,0.0025,2.1257166862487793
6,compound-003_6_N07,Sclareolide,2.5,1.2152451276779175
6,compound-003_6_N08,EMPTY_control,,1.0700942277908325
6,compound-003_6_N10,Mitoxantrone,1.0,5.1255974769592285
6,compound-003_6_N12,Arbidol,10.0,5.940998077392578
6,compound-003_6_N13,CRISPR_control,,1.2862380743026733
6,compound-003_6_N14,CRISPR_control,,2.751469135284424
6,compound-003_6_N16,doxazosin,0.25,1.3871278762817383
6,compound-003_6_N17,Chlorhexidine,10.0,4.6504740715026855
6,compound-003_6_N20,YO-01027,2.5,1.446492075920105
6,compound-003_6_N21,CRISPR_control,,0.9783598184585571
6,compound-003_6_N22,EMPTY_control,,0.31005990505218506
6,compound-003_6_N23,CRISPR_control,,1.5125255584716797
6,compound-003_6_N24,Dabrafenib,0.1,3.3169445991516113
6,compound-003_6_N26,isradipine,0.025,2.8879754543304443
6,compound-003_6_N27,EMPTY_control,,0.4721018075942993
6,compound-003_6_N28,Trazodone,2.5,5.267618656158447
6,compound-003_6_N29,Fasudil,2.5,1.0662131309509277
6,compound-003_6_N31,EMPTY_control,,0.5443421602249146
6,compound-003_6_N34,chenodeoxycholic-acid,0.0025,1.2060829401016235
6,compound-003_6_N35,dapagliflozin,1.0,1.2209779024124146
6,compound-003_6_N36,ifosfamide,0.1,3.0057153701782227
6,compound-003_6_N37,Trazodone,0.25,2.585698366165161
6,compound-003_6_N40,Mitoxantrone,0.25,3.5102481842041016
6,compound-003_6_N41,chenodeoxycholic-acid,1.0,0.8412260413169861
6,compound-003_6_N44,bethanechol,0.1,0.4648766815662384
6,compound-003_6_N46,Sulfamethizole,0.1,0.46623629331588745
6,compound-003_6_O03,CRISPR_control,,0.6647307276725769
6,compound-003_6_O04,Belinostat,0.01,1.2104034423828125
6,compound-003_6_O05,Cabazitaxel,0.01,1.6731003522872925
6,compound-003_6_O06,L-Adrenaline,0.01,1.1780104637145996
6,compound-003_6_O07,lovastatin,0.25,0.8452603220939636
6,compound-003_6_O09,Theophylline,0.1,2.529968738555908
6,compound-003_6_O10,Indirubin,0.01,3.1685256958007812
6,compound-003_6_O12,Rotundine,10.0,4.707837104797363
6,compound-003_6_O13,Rotundine,2.5,1.9064452648162842
6,compound-003_6_O18,Moxonidine,0.025,2.055982828140259
6,compound-003_6_O19,Clomipramine,0.025,3.0845861434936523
6,compound-003_6_O21,CRISPR_control,,1.8977454900741577
6,compound-003_6_O22,bethanechol,0.01,2.161879062652588
6,compound-003_6_O23,CRISPR_control,,1.3705837726593018
6,compound-003_6_O24,VX-809,0.01,1.8812960386276245
6,compound-003_6_O26,Fasudil,10.0,1.5351284742355347
6,compound-003_6_O27,Dipyridamole,2.5,0.7421221137046814
6,compound-003_6_O31,GSK256066,0.25,1.3947463035583496
6,compound-003_6_O32,Belinostat,0.1,1.6062661409378052
6,compound-003_6_O33,KPT-185,0.25,2.715557813644409
6,compound-003_6_O35,CRISPR_control,,1.8944529294967651
6,compound-003_6_O37,Moxonidine,0.25,0.8944228291511536
6,compound-003_6_O38,CRISPR_control,,2.3086390495300293
6,compound-003_6_O39,L-Thyroxine,2.5,1.9039666652679443
6,compound-003_6_O41,Methoxsalen,0.0025,1.4039030075073242
6,compound-003_6_O42,Alibendol,0.025,1.3370074033737183
6,compound-003_6_O43,lubiprostone,0.1,0.635546863079071
6,compound-003_6_O45,CRISPR_control,,0.5126882791519165
6,compound-003_6_O47,Raltegravir,1.0,1.6962071657180786
6,compound-003_6_P02,Chlorhexidine,0.01,1.3082841634750366
6,compound-003_6_P04,CRISPR_control,,1.2811158895492554
6,compound-003_6_P06,doxazosin,0.1,1.4698399305343628
6,compound-003_6_P11,CRISPR_control,,1.2761269807815552
6,compound-003_6_P17,EMPTY_control,,0.41358962655067444
6,compound-003_6_P19,Cabazitaxel,0.1,3.7671990394592285
6,compound-003_6_P20,EMPTY_control,,0.3915530741214752
6,compound-003_6_P21,CRISPR_control,,6.750247955322266
6,compound-003_6_P26,Raltegravir,0.1,2.6241977214813232
6,compound-003_6_P27,Famciclovir,0.0025,1.2203437089920044
6,compound-003_6_P28,CRISPR_control,,1.2466299533843994
6,compound-003_6_P33,CRISPR_control,,0.8163976669311523
6,compound-003_6_P35,Thiabendazole,0.01,1.1421914100646973
6,compound-003_6_P36,Pyrimethamine,0.025,0.7208871841430664
6,compound-003_6_P38,Arbidol,0.1,5.180720806121826
6,compound-003_6_P42,Lacidipine,0.01,0.4508924186229706
6,compound-003_6_P47,Lacidipine,2.5,0.7688487768173218
6,compound-003_6_Q02,CRISPR_control,,0.4832518994808197
6,compound-003_6_Q03,Gallamine,10.0,1.123013973236084
6,compound-003_6_Q05,balofloxacin,0.0025,3.4334781169891357
6,compound-003_6_Q08,Zafirlukast,1.0,1.882165551185608
6,compound-003_6_Q10,Methoxsalen,1.0,1.131722331047058
6,compound-003_6_Q11,Tizanidine,0.25,1.0177608728408813
6,compound-003_6_Q12,CRISPR_control,,0.9421190619468689
6,compound-003_6_Q13,Tizanidine,1.0,0.7333184480667114
6,compound-003_6_Q15,EMPTY_control,,0.7760730981826782
6,compound-003_6_Q16,CRISPR_control,,1.1240650415420532
6,compound-003_6_Q18,Clomipramine,0.0025,0.6284124255180359
6,compound-003_6_Q19,L-Thyroxine,1.0,1.1704388856887817
6,compound-003_6_Q20,Fluvastatin (sodium salt hydrate),0.025,1.2507497072219849
6,compound-003_6_Q21,Lacidipine,0.25,1.181235671043396
6,compound-003_6_Q24,SB202190,0.25,0.720896303653717
6,compound-003_6_Q26,Rotundine,1.0,2.414395332336426
6,compound-003_6_Q29,EMPTY_control,,0.6673698425292969
6,compound-003_6_Q30,CRISPR_control,,1.8729804754257202
6,compound-003_6_Q31,Lacidipine,0.0025,2.0153658390045166
6,compound-003_6_Q32,PCI-24781,0.01,1.3746638298034668
6,compound-003_6_Q34,EMPTY_control,,0.7198586463928223
6,compound-003_6_Q35,Fasudil,0.0025,2.198793649673462
6,compound-003_6_Q36,GSK256066,2.5,0.9059653878211975
6,compound-003_6_Q37,Rosuvastatin,0.25,1.664512276649475
6,compound-003_6_Q38,CRISPR_control,,0.6098060607910156
6,compound-003_6_Q39,bethanechol,0.0025,1.5089569091796875
6,compound-003_6_Q41,Famciclovir,0.25,0.8722646832466125
6,compound-003_6_Q43,flunixin-meglumin,0.01,1.8717187643051147
6,compound-003_6_Q44,Hesperetin,0.0025,0.5979291796684265
6,compound-003_6_R02,Pramiracetam,0.01,0.5846469402313232
6,compound-003_6_R04,balofloxacin,2.5,0.5709583163261414
6,compound-003_6_R05,Gallamine,0.25,0.8487243056297302
6,compound-003_6_R06,Dipyridamole,0.025,0.9795630574226379
6,compound-003_6_R10,Indirubin,1.0,3.9229183197021484
6,compound-003_6_R11,EMPTY_control,,0.729001522064209
6,compound-003_6_R14,Theophylline,0.25,4.166918754577637
6,compound-003_6_R15,Dabrafenib,0.25,1.4340039491653442
6,compound-003_6_R16,Sclareolide,0.25,1.8215609788894653
6,compound-003_6_R17,Detomidine,0.1,1.4894709587097168
6,compound-003_6_R18,EMPTY_control,,0.44511935114860535
6,compound-003_6_R19,CRISPR_control,,1.6803433895111084
6,compound-003_6_R21,Fluvastatin (sodium salt hydrate),1.0,2.0155141353607178
6,compound-003_6_R26,EMPTY_control,,0.4143942892551422
6,compound-003_6_R28,CRISPR_control,,3.118093967437744
6,compound-003_6_R31,Alibendol,0.25,2.827425241470337
6,compound-003_6_R32,GSK429286A,0.25,1.368088722229004
6,compound-003_6_R35,Gallamine,0.1,1.0107699632644653
6,compound-003_6_R36,Clomipramine,0.01,1.3437227010726929
6,compound-003_6_R37,FT-207,10.0,3.198272705078125
6,compound-003_6_R39,balofloxacin,0.01,3.0085511207580566
6,compound-003_6_R42,L-Adrenaline,2.5,1.2019861936569214
6,compound-003_6_R43,CRISPR_control,,4.048928260803223
6,compound-003_6_R45,flunixin-meglumin,2.5,0.5366392731666565
6,compound-003_6_R46,Methoxsalen,0.25,0.5824669003486633
6,compound-003_6_S02,Bexarotene,1.0,0.5529298782348633
6,compound-003_6_S03,FT-207,0.01,1.2495472431182861
6,compound-003_6_S04,PCI-24781,1.0,1.0547419786453247
6,compound-003_6_S07,CRISPR_control,,1.552659273147583
6,compound-003_6_S08,Tizanidine,0.0025,1.9646193981170654
6,compound-003_6_S10,Belinostat,0.25,1.5987539291381836
6,compound-003_6_S11,CRISPR_control,,0.7894461154937744
6,compound-003_6_S12,CRISPR_control,,4.846502304077148
6,compound-003_6_S14,Diosmetin,2.5,2.8603367805480957
6,compound-003_6_S15,Detomidine,2.5,0.6841306686401367
6,compound-003_6_S16,Fluvastatin (sodium salt hydrate),0.25,2.64314603805542
6,compound-003_6_S18,Cediranib,0.0025,0.8429376482963562
6,compound-003_6_S19,Chlorhexidine,0.025,1.5890953540802002
6,compound-003_6_S21,Tenofovir Disoproxil Fumarate,0.01,1.6351757049560547
6,compound-003_6_S22,Ranitidine,2.5,1.5937927961349487
6,compound-003_6_S23,CRISPR_control,,1.6548281908035278
6,compound-003_6_S24,LY2228820,0.25,1.8947062492370605
6,compound-003_6_S26,Moexipril,0.025,1.5679978132247925
6,compound-003_6_S29,Clomipramine,10.0,4.382761478424072
6,compound-003_6_S32,Acyclovir,0.025,1.8019837141036987
6,compound-003_6_S33,EMPTY_control,,0.6035676002502441
6,compound-003_6_S37,dapagliflozin,0.0025,1.078255534172058
6,compound-003_6_S42,isradipine,0.01,1.2606292963027954
6,compound-003_6_S44,Cilostazol,10.0,0.6935073137283325
6,compound-003_6_S45,Chlorhexidine,0.0025,2.7568626403808594
6,compound-003_6_S46,Dipyridamole,1.0,0.555444061756134
6,compound-003_6_T02,Methoxsalen,10.0,0.7495585680007935
